entity_name,entity_type,salty,umami,sweet,sour,bitter,notes
lambsquarters,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Plant, Molecules: 95"
leather chiton,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Seafood, Molecules: 2"
common ling,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Fish, Molecules: 4"
lingcod,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Fish, Molecules: 2"
white lupine,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Plant, Molecules: 94"
malabar spinach,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Vegetable, Molecules: 94"
mammee apple,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Fruit, Molecules: 93"
purple mangosteen,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Fruit, Molecules: 95"
alpine sweetvetch,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Plant, Molecules: 93"
milkfish,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Fish, Molecules: 2"
monkfish,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Fish, Molecules: 2"
moose,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Meat, Molecules: 3"
moth bean,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Legume, Molecules: 93"
mountain yam,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Vegetable Tuber, Molecules: 93"
striped mullet,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Fish, Molecules: 2"
muskrat,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Meat, Molecules: 2"
new zealand spinach,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Vegetable, Molecules: 93"
nopal,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Plant, Molecules: 93"
ocean pout,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Fish, Molecules: 2"
north pacific giant octopus,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Seafood, Molecules: 2"
ohelo berry,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Berry, Molecules: 93"
opossum,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Meat, Molecules: 3"
ostrich,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Meat, Molecules: 4"
spotted seal,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Seafood, Molecules: 3"
pacific herring,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Fish, Molecules: 2"
pacific rockfish,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Fish, Molecules: 3"
common persimmon,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Fruit, Molecules: 98"
pheasant,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Meat, Molecules: 5"
northern pike,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Fish, Molecules: 4"
pili nut,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Nut, Molecules: 93"
colorado pinyon,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Plant, Molecules: 93"
pitanga,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Berry, Molecules: 95"
french plantain,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Plant, Molecules: 105"
american pokeweed,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Herb, Molecules: 95"
polar bear,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Meat, Molecules: 2"
prairie turnip,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Cabbage, Molecules: 93"
quinoa,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Cereal, Molecules: 94"
european rabbit,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Meat, Molecules: 3"
raccoon,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Meat, Molecules: 3"
rainbow smelt,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Fish, Molecules: 2"
rainbow trout,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Fish, Molecules: 4"
malabar plum,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Fruit, Molecules: 93"
rose hip,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Fruit, Molecules: 97"
roselle,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Herb, Molecules: 114"
orange roughy,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Fish, Molecules: 3"
sablefish,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Fish, Molecules: 2"
pink salmon,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Fish, Molecules: 4"
chum salmon,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Fish, Molecules: 4"
coho salmon,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Fish, Molecules: 3"
sockeye salmon,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Fish, Molecules: 4"
chinook salmon,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Fish, Molecules: 4"
atlantic salmon,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Fish, Molecules: 4"
salmonberry,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Berry, Molecules: 94"
common salsify,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Plant, Molecules: 93"
spanish mackerel,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Fish, Molecules: 2"
pacific sardine,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Fish, Molecules: 3"
scup,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Fish, Molecules: 2"
sea cucumber,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Seafood, Molecules: 1"
steller sea lion,ingredient,0.0,0.0,0.0,0.0,0.0,"Category: Seafood, Molecules: 1"
bearded seal,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Seafood, Molecules: 4"
ringed seal,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Seafood, Molecules: 1"
sea trout,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Fish, Molecules: 2"
sesbania flower,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Flower, Molecules: 93"
american shad,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Fish, Molecules: 2"
shark,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Fish, Molecules: 2"
sheefish,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Fish, Molecules: 4"
sheepshead,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Fish, Molecules: 2"
hedge mustard,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Cabbage, Molecules: 93"
snapper,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Fish, Molecules: 2"
spelt,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Cereal, Molecules: 94"
spirulina,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Additive, Molecules: 93"
squab,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Meat, Molecules: 4"
squirrel,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Meat, Molecules: 3"
greater sturgeon,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Fish, Molecules: 2"
white sucker,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Fish, Molecules: 2"
pumpkinseed sunfish,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Fish, Molecules: 2"
swordfish,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Fish, Molecules: 3"
taro,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Vegetable Tuber, Molecules: 93"
teff,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Herb, Molecules: 94"
tilefish,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Fish, Molecules: 2"
mexican groundcherry,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Berry, Molecules: 93"
towel gourd,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Gourd, Molecules: 94"
salmonidae,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Fish, Molecules: 4"
walleye,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Fish, Molecules: 2"
alaska pollock,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Fish, Molecules: 3"
whelk,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Seafood, Molecules: 2"
broad whitefish,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Fish, Molecules: 1"
whitefish,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Fish, Molecules: 5"
whiting,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Fish, Molecules: 4"
wild rice,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Cereal, Molecules: 93"
tea leaf willow,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Herb, Molecules: 92"
winged bean,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Legume, Molecules: 93"
yam,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Vegetable Tuber, Molecules: 95"
jicama,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Vegetable Tuber, Molecules: 93"
yautia,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Plant, Molecules: 93"
yellowfin tuna,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Fish, Molecules: 3"
yellowtail amberjack,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Fish, Molecules: 2"
pollock,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Fish, Molecules: 3"
albacore tuna,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Fish, Molecules: 2"
atlantic halibut,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Fish, Molecules: 3"
smelt,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Fish, Molecules: 2"
clupeinae,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Fish, Molecules: 4"
spiny lobster,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Seafood, Molecules: 2"
black-eyed pea,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Legume, Molecules: 94"
deer,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Meat, Molecules: 4"
percoidei,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Fish, Molecules: 2"
perciformes,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Fish, Molecules: 4"
rabbit,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Meat, Molecules: 5"
beefalo,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Meat, Molecules: 2"
bivalvia,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Seafood, Molecules: 3"
flatfish,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Fish, Molecules: 4"
walrus,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Seafood, Molecules: 1"
alaska wild rhubarb,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Plant, Molecules: 93"
oriental wheat,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Cereal, Molecules: 94"
yardlong bean,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Legume, Molecules: 93"
great horned owl,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Meat, Molecules: 92"
quail,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Meat, Molecules: 3"
boysenberry,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Berry, Molecules: 93"
rowal,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Plant, Molecules: 92"
jew's ear,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Fungus, Molecules: 93"
shiitake,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Fungus, Molecules: 101"
purple laver,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Seafood, Molecules: 93"
wakame,ingredient,0.8,1.0,1.0,1.0,1.0,"Category: Seafood, Molecules: 94"
enokitake,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Fungus, Molecules: 94"
epazote,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Herb, Molecules: 93"
oyster mushroom,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Fungus, Molecules: 94"
cloud ear fungus,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Fungus, Molecules: 93"
maitake,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Fungus, Molecules: 94"
ostrich fern,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Plant, Molecules: 93"
spot croaker,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Fish, Molecules: 2"
sourdock,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Herb, Molecules: 93"
tinda,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Gourd, Molecules: 93"
atlantic menhaden,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Fish, Molecules: 2"
agave,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Plant, Molecules: 93"
narrowleaf cattail,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Herb, Molecules: 93"
jellyfish,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Seafood, Molecules: 2"
anchovy,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Fish, Molecules: 3"
blue whiting,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Fish, Molecules: 3"
carp bream,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Fish, Molecules: 3"
chanterelle,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Fungus, Molecules: 95"
sturgeon,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Fish, Molecules: 3"
charr,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Fish, Molecules: 3"
common dab,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Fish, Molecules: 3"
spiny dogfish,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Fish, Molecules: 3"
anatidae,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Meat, Molecules: 3"
anguilliformes,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Fish, Molecules: 3"
true frog,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Meat, Molecules: 4"
garfish,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Fish, Molecules: 3"
gadiformes,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Fish, Molecules: 3"
mountain hare,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Meat, Molecules: 3"
lake trout,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Fish, Molecules: 3"
lemon sole,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Fish, Molecules: 3"
lumpsucker,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Fish, Molecules: 3"
scombridae,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Fish, Molecules: 3"
norway haddock,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Fish, Molecules: 3"
norway pout,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Fish, Molecules: 3"
oil palm,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Plant, Molecules: 95"
sago palm,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Plant, Molecules: 92"
persimmon,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Fruit, Molecules: 94"
pikeperch,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Fish, Molecules: 3"
pleuronectidae,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Fish, Molecules: 3"
rock ptarmigan,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Meat, Molecules: 3"
pacific ocean perch,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Fish, Molecules: 3"
black salsify,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Plant, Molecules: 94"
true seal,ingredient,0.0,0.0,0.0,1.0,1.0,"Category: Seafood, Molecules: 2"
red algae,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Seafood, Molecules: 94"
kombu,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Seafood, Molecules: 94"
snail,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Meat, Molecules: 4"
true sole,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Fish, Molecules: 3"
catfish,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Fish, Molecules: 4"
thistle,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Plant, Molecules: 94"
common tuna,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Fish, Molecules: 5"
cetacea,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Fish, Molecules: 3"
columbidae,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Meat, Molecules: 3"
conch,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Fish, Molecules: 93"
berry wine,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Beverage Alcoholic, Molecules: 4"
vodka,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Beverage Alcoholic, Molecules: 4"
ice cream,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Dish, Molecules: 5"
vermouth,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Beverage Alcoholic, Molecules: 3"
madeira wine,ingredient,0.0,0.0,0.0,1.0,1.0,"Category: Beverage Alcoholic, Molecules: 2"
nougat,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Dish, Molecules: 4"
toffee,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Dish, Molecules: 3"
cake,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Dish, Molecules: 4"
pizza,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Dish, Molecules: 5"
ymer,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Dairy, Molecules: 3"
other snack food,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Dish, Molecules: 5"
pastry,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Dish, Molecules: 5"
dragée,ingredient,0.0,0.0,0.0,1.0,1.0,"Category: Dish, Molecules: 2"
chewing gum,ingredient,0.0,0.0,0.0,1.0,1.0,"Category: Dish, Molecules: 3"
marzipan,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Dish, Molecules: 3"
salad dressing,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Dish, Molecules: 5"
sauce,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Additive, Molecules: 5"
salt,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Additive, Molecules: 4"
cream,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Dairy, Molecules: 5"
sugar,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Additive, Molecules: 5"
sausage,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Dish, Molecules: 5"
meatball,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Dish, Molecules: 3"
pate,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Dish, Molecules: 5"
sugar substitute,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Additive, Molecules: 4"
meat bouillon,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Dish, Molecules: 3"
other meat product,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Meat, Molecules: 4"
whey,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Dairy, Molecules: 4"
casein,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Additive, Molecules: 3"
fruit preserve,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Additive, Molecules: 4"
leavening agent,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Additive, Molecules: 5"
marshmallow,ingredient,0.0,0.0,0.0,1.0,1.0,"Category: Bakery, Molecules: 3"
gelatin,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Additive, Molecules: 3"
water,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Additive, Molecules: 4"
other fish product,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Fish, Molecules: 5"
milk human,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Dairy, Molecules: 4"
dumpling,ingredient,0.0,0.0,0.0,1.0,1.0,"Category: Dish, Molecules: 2"
soup,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Dish, Molecules: 5"
syrup,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Additive, Molecules: 4"
remoulade,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Dish, Molecules: 3"
chocolate spread,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Plant Derivative, Molecules: 4"
fruit gum,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Dish, Molecules: 3"
meringue,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Bakery, Molecules: 3"
cocoa butter,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Plant Derivative, Molecules: 4"
cocoa powder,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Plant Derivative, Molecules: 11"
chocolate,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Plant Derivative, Molecules: 13"
hot chocolate,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Beverage, Molecules: 15"
kefir,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Dairy, Molecules: 3"
other fermented milk,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Dairy, Molecules: 3"
miso,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Additive, Molecules: 8"
tofu,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Plant Derivative, Molecules: 9"
zwieback,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Dish, Molecules: 3"
roe,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Fish, Molecules: 2"
cichlidae,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Fish, Molecules: 4"
icing,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Additive, Molecules: 4"
snack bar,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Dish, Molecules: 4"
green turtle,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Meat, Molecules: 2"
energy drink,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Beverage, Molecules: 3"
burrito,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Dish, Molecules: 4"
hamburger,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Dish, Molecules: 4"
chili,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Dish, Molecules: 3"
taco,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Dish, Molecules: 4"
tortilla,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Dish, Molecules: 4"
nachos,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Dish, Molecules: 4"
salad,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Dish, Molecules: 3"
dulce de leche,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Dairy, Molecules: 3"
topping,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Additive, Molecules: 4"
sweet custard,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Dairy, Molecules: 4"
egg roll,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Dish, Molecules: 4"
heart of palm,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Vegetable, Molecules: 2"
potato chip,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Bakery, Molecules: 4"
tortilla chip,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Bakery, Molecules: 4"
corn chip,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Bakery, Molecules: 4"
hibiscus tea,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Beverage, Molecules: 2"
stew,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Dish, Molecules: 4"
gelatin dessert,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Additive, Molecules: 5"
junket,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Dairy, Molecules: 2"
falafel,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Dish, Molecules: 2"
frybread,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Dish, Molecules: 2"
other frozen dessert,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Dish, Molecules: 4"
lasagna,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Dish, Molecules: 4"
morchella,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Fungus, Molecules: 2"
pancake,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Dish, Molecules: 4"
pectin,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Additive, Molecules: 2"
pudding,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Dish, Molecules: 4"
waffle,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Dish, Molecules: 3"
soy milk,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Beverage, Molecules: 9"
meatloaf,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Dish, Molecules: 4"
cocktail,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Beverage, Molecules: 2"
couscous,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Dish, Molecules: 2"
bulgur,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Cereal, Molecules: 3"
coffee mocha,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Beverage Caffeinated, Molecules: 2"
chimichanga,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Dish, Molecules: 2"
semolina,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Cereal, Molecules: 5"
tapioca pearl,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Vegetable Tuber, Molecules: 2"
tostada,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Dish, Molecules: 2"
quesadilla,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Dish, Molecules: 3"
baked potato,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Dish, Molecules: 2"
hot dog,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Dish, Molecules: 2"
spread,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Additive, Molecules: 3"
enchilada,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Dish, Molecules: 2"
nutritional drink,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Beverage, Molecules: 3"
other sandwich,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Dish, Molecules: 4"
ketchup,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Additive, Molecules: 5"
breakfast sandwich,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Dish, Molecules: 4"
adobo,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Dish, Molecules: 2"
macaroni and cheese,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Dish, Molecules: 4"
horned melon,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Fruit, Molecules: 93"
hushpuppy,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Dish, Molecules: 3"
fruit juice,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Beverage, Molecules: 5"
relish,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Dish, Molecules: 3"
fruit salad,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Dish, Molecules: 2"
soy yogurt,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Plant Derivative, Molecules: 6"
vegetarian food,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Dish, Molecules: 4"
cold cut,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Dish, Molecules: 4"
mixed nuts,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Nut, Molecules: 94"
babassu palm,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Plant, Molecules: 93"
