entity_name,entity_type,salty,umami,sweet,sour,bitter,notes
white currant,ingredient,0.022,0.162,0.486,0.243,0.243,"Category: Fruit, Molecules: 37"
white_currant_fermented,ingredient_processed,0.0,0.2,0.3,0.8,0.1,Fermentation increases sourness and umami
white_currant_dried,ingredient_processed,0.0,0.2,0.6,0.1,0.3,Drying concentrates sugars (sweet) and tannins (bitter)
white_currant_jam,ingredient_processed,0.0,0.2,0.7,0.5,0.1,Cooking with sugar enhances sweetness and reduces sourness
white_currant_roasted,ingredient_processed,0.0,0.3,0.5,0.1,0.4,"Roasting caramelizes sugars, increasing sweetness and bitterness"
dates,ingredient,0.0,0.109,0.376,0.119,0.356,"Category: Fruit, Molecules: 101"
dates_fermented,ingredient_processed,0.1,0.2,0.4,0.7,0.2,Fermentation increases sourness and umami
dates_dried,ingredient_processed,0.0,0.1,0.5,0.1,0.4,Drying concentrates sugars (sweet) and tannins (bitter)
dates_caramelized,ingredient_processed,0.1,0.2,0.6,0.0,0.4,Caramelization creates sweet-savory compounds
dates_smoked,ingredient_processed,0.2,0.3,0.4,0.0,0.5,Smoke compounds add umami and bitterness
durian,ingredient,0.0,0.152,0.383,0.109,0.254,"Category: Fruit, Molecules: 138"
durian_fermented,ingredient_processed,0.0,0.2,0.4,0.6,0.1,Fermentation increases sourness and releases more umami
durian_dried,ingredient_processed,0.0,0.2,0.5,0.1,0.3,Drying concentrates sugars (sweet) and reduces water content (bitter)
durian_caramelized,ingredient_processed,0.0,0.2,0.6,0.0,0.4,Caramelization creates sweet-savory compounds and bitterness
durian_pickled,ingredient_processed,0.1,0.2,0.2,0.8,0.1,"Pickling adds sourness and salt, reducing bitterness"
elderberry,ingredient,0.0,0.092,0.353,0.118,0.268,"Category: Fruit-Berry, Molecules: 153"
elderberry_fermented,ingredient_processed,0.0,0.1,0.2,0.6,0.1,Fermentation increases sourness and umami
elderberry_dried,ingredient_processed,0.0,0.1,0.5,0.1,0.3,Drying concentrates sugars (sweet) and tannins (bitter)
elderberry_jam,ingredient_processed,0.0,0.1,0.7,0.3,0.1,Cooking with sugar enhances sweetness and reduces sourness
elderberry_roasted,ingredient_processed,0.0,0.1,0.4,0.1,0.3,"Roasting caramelizes sugars, increasing sweetness and bitterness"
feijoa,ingredient,0.0,0.113,0.377,0.104,0.321,"Category: Fruit, Molecules: 106"
feijoa_fermented,ingredient_processed,0.0,0.2,0.2,0.8,0.1,Fermentation increases sourness through lactic acid production
feijoa_pickled,ingredient_processed,0.1,0.1,0.2,0.9,0.1,Pickling adds sourness from vinegar and salt
feijoa_roasted,ingredient_processed,0.0,0.2,0.5,0.0,0.4,"Roasting caramelizes sugars, enhancing sweetness and bitterness"
feijoa_dried,ingredient_processed,0.0,0.1,0.5,0.0,0.4,"Drying concentrates sugars, increasing sweetness and bitterness"
feijoa_juiced,ingredient_processed,0.0,0.1,0.5,0.2,0.1,"Juicing concentrates sugars and acids, enhancing sweetness and sourness"
fig,ingredient,0.005,0.095,0.415,0.131,0.304,"Category: Fruit, Molecules: 168"
fig_dried,ingredient_processed,0.0,0.1,0.6,0.1,0.4,Drying concentrates sugars (sweet) and reduces water content
fig_fermented,ingredient_processed,0.0,0.2,0.3,0.6,0.1,Fermentation increases sourness and umami
fig_roasted,ingredient_processed,0.0,0.3,0.5,0.0,0.4,"Roasting caramelizes sugars, enhancing sweetness and bitterness"
fig_jam,ingredient_processed,0.0,0.1,0.7,0.4,0.1,Cooking with sugar and acid creates a sweet-sour spread
grape,ingredient,0.006,0.096,0.356,0.126,0.249,"Category: Fruit, Molecules: 261"
grape_fermented,ingredient_processed,0.0,0.2,0.4,0.8,0.1,Alcohol fermentation increases umami and sour
grape_dried,ingredient_processed,0.0,0.1,0.6,0.2,0.3,Drying concentrates sugars (sweet) and reduces water content
grape_roasted,ingredient_processed,0.0,0.3,0.5,0.0,0.4,"Roasting caramelizes sugars, enhancing sweetness and bitterness"
grape_pickled,ingredient_processed,0.1,0.1,0.2,0.9,0.1,Pickling adds acetic acid (sour) and salt
grape_jam,ingredient_processed,0.0,0.1,0.8,0.2,0.1,Cooking with sugar (sweet) and acid (sour) for preservation
guava,ingredient,0.003,0.139,0.402,0.154,0.208,"Category: Fruit, Molecules: 259"
guava_fermented,ingredient_processed,0.0,0.2,0.3,0.8,0.1,Fermentation increases sourness and umami
guava_pickled,ingredient_processed,0.1,0.1,0.2,0.9,0.1,Pickling adds salt and sourness
guava_roasted,ingredient_processed,0.0,0.3,0.6,0.0,0.4,Roasting enhances sweetness and bitterness
guava_dried,ingredient_processed,0.0,0.2,0.6,0.0,0.3,Drying concentrates sweetness and bitterness
guava_grilled,ingredient_processed,0.0,0.4,0.5,0.0,0.4,"Grilling caramelizes, enhancing sweetness and bitterness"
hogplum,ingredient,0.0,0.137,0.373,0.127,0.324,"Category: Fruit, Molecules: 102"
hogplum_fermented,ingredient_processed,0.1,0.2,0.4,0.8,0.2,Fermentation increases sourness and umami
hogplum_dried,ingredient_processed,0.0,0.1,0.5,0.1,0.4,Drying concentrates sugars (sweet) and tannins (bitter)
hogplum_jam,ingredient_processed,0.0,0.1,0.7,0.2,0.1,"Cooking with sugar caramelizes, enhancing sweetness"
hogplum_marinated,ingredient_processed,0.2,0.3,0.4,0.5,0.1,Marinating adds salt (salty) and acidity (sour)
jackfruit,ingredient,0.0,0.121,0.374,0.14,0.336,"Category: Fruit, Molecules: 107"
jackfruit_fermented,ingredient_processed,0.1,0.2,0.4,0.7,0.2,Fermentation increases sourness and umami
jackfruit_pickled,ingredient_processed,0.2,0.1,0.3,0.8,0.1,Pickling adds sourness and salt
jackfruit_roasted,ingredient_processed,0.1,0.2,0.5,0.1,0.4,Roasting enhances sweetness and bitterness
jackfruit_dried,ingredient_processed,0.1,0.1,0.5,0.2,0.3,Drying concentrates sweetness and bitterness
jackfruit_caramelized,ingredient_processed,0.1,0.3,0.7,0.1,0.4,Caramelization increases sweetness and bitterness
kiwifruit,ingredient,0.0,0.136,0.374,0.122,0.299,"Category: Fruit, Molecules: 147"
kiwifruit_fermented,ingredient_processed,0.1,0.2,0.4,0.8,0.3,Fermentation increases sourness and umami
kiwifruit_dried,ingredient_processed,0.0,0.1,0.6,0.1,0.4,Drying concentrates sugars (sweet) and reduces water content (bitter)
kiwifruit_roasted,ingredient_processed,0.1,0.2,0.5,0.0,0.4,"Roasting caramelizes sugars, enhancing sweetness and bitterness"
kiwifruit_jam,ingredient_processed,0.1,0.1,0.7,0.3,0.2,Cooking with sugar and acid (fruit juice) increases sweetness and sourness
litchi,ingredient,0.0,0.117,0.375,0.142,0.342,"Category: Fruit, Molecules: 120"
litchi_fermented,ingredient_processed,0.1,0.2,0.2,0.8,0.1,Fermentation increases sourness through lactic acid production
litchi_dried,ingredient_processed,0.0,0.1,0.5,0.1,0.4,Drying concentrates sugars (sweet) and tannins (bitter)
litchi_caramelized,ingredient_processed,0.0,0.2,0.6,0.0,0.3,Caramelization creates sweet-savory compounds
litchi_juiced,ingredient_processed,0.0,0.1,0.4,0.6,0.1,Juicing concentrates sugars (sweet) and acids (sour)
loquat,ingredient,0.006,0.149,0.351,0.134,0.299,"Category: Fruit, Molecules: 134"
loquat_fermented,ingredient_processed,0.0,0.2,0.2,0.8,0.1,Fermentation increases sourness through lactic acid production
loquat_dried,ingredient_processed,0.0,0.1,0.5,0.1,0.4,Drying concentrates sugars (sweet) and tannins (bitter)
loquat_roasted,ingredient_processed,0.0,0.2,0.5,0.0,0.3,"Roasting caramelizes sugars, enhancing sweetness and bitterness"
loquat_jam,ingredient_processed,0.0,0.1,0.7,0.3,0.1,Cooking with sugar and acid (fruit juice) increases sweetness and sourness
loquat_marinated,ingredient_processed,0.1,0.2,0.3,0.5,0.1,Marinating in acid (vinegar) and salt increases sourness and saltiness
malay apple,ingredient,0.0,0.2,0.4,0.0,0.0,"Category: Fruit, Molecules: 5"
malay_apple_fermented,ingredient_processed,0.0,0.3,0.5,0.6,0.0,Fermentation increases sourness and umami
malay_apple_dried,ingredient_processed,0.0,0.2,0.6,0.0,0.1,Drying concentrates sugars (sweet)
malay_apple_grilled,ingredient_processed,0.0,0.3,0.5,0.0,0.2,"Grilling caramelizes sugars, adding bitterness"
malay_apple_jam,ingredient_processed,0.0,0.2,0.8,0.1,0.0,Cooking with sugar enhances sweetness
mango,ingredient,0.003,0.105,0.407,0.126,0.234,"Category: Fruit, Molecules: 238"
mango_fermented,ingredient_processed,0.0,0.2,0.5,0.8,0.1,Fermentation increases sourness and umami
mango_dried,ingredient_processed,0.0,0.1,0.6,0.2,0.3,Drying concentrates sugars (sweet) and reduces water content
mango_ripened,ingredient_processed,0.0,0.1,0.6,0.3,0.1,Ripening increases sweetness and sourness
mango_caramelized,ingredient_processed,0.0,0.2,0.7,0.1,0.3,Caramelization creates sweet-savory compounds
melon,ingredient,0.004,0.121,0.372,0.101,0.261,"Category: Fruit, Molecules: 207"
melon_fermented,ingredient_processed,0.0,0.2,0.2,0.8,0.1,Fermentation increases sourness through lactic acid production
melon_pickled,ingredient_processed,0.1,0.1,0.2,0.9,0.1,Pickling adds sourness from vinegar and salt
melon_roasted,ingredient_processed,0.0,0.3,0.5,0.0,0.4,"Roasting caramelizes sugars, enhancing sweetness and bitterness"
melon_dried,ingredient_processed,0.0,0.1,0.5,0.0,0.3,"Drying concentrates sugars, increasing sweetness and bitterness"
melon_grilled,ingredient_processed,0.0,0.2,0.4,0.0,0.3,"Grilling caramelizes sugars, enhancing sweetness and bitterness"
melon_candied,ingredient_processed,0.1,0.1,0.9,0.0,0.1,"Candying coats melon in sugar, increasing sweetness"
melon_juiced,ingredient_processed,0.0,0.1,0.4,0.2,0.1,"Juicing concentrates sugars and acids, enhancing sweetness and sourness"
musk melon,ingredient,0.006,0.109,0.363,0.116,0.395,"Category: Fruit, Molecules: 129"
musk_melon_fermented,ingredient_processed,0.0,0.2,0.2,0.8,0.1,Fermentation increases sourness through lactic acid production
musk_melon_pickled,ingredient_processed,0.1,0.1,0.2,0.9,0.1,Pickling adds sourness and salt
musk_melon_roasted,ingredient_processed,0.0,0.3,0.5,0.0,0.4,"Roasting caramelizes sugars, enhancing sweetness and bitterness"
musk_melon_dried,ingredient_processed,0.0,0.1,0.5,0.0,0.4,"Drying concentrates sugars, increasing sweetness and bitterness"
musk_melon_grilled,ingredient_processed,0.0,0.2,0.4,0.0,0.3,Grilling caramelizes sugars and creates umami compounds
naranjilla,ingredient,0.0,0.109,0.418,0.1,0.336,"Category: Fruit, Molecules: 110"
naranjilla_fermented,ingredient_processed,0.1,0.2,0.3,0.8,0.2,Fermentation increases sourness and umami
naranjilla_pickled,ingredient_processed,0.2,0.1,0.2,0.9,0.1,Pickling adds sourness and salt
naranjilla_roasted,ingredient_processed,0.1,0.3,0.6,0.0,0.4,Roasting enhances sweetness and bitterness
naranjilla_dried,ingredient_processed,0.0,0.2,0.6,0.0,0.4,Drying concentrates sweetness and bitterness
naranjilla_jam,ingredient_processed,0.1,0.2,0.8,0.1,0.1,Cooking into jam increases sweetness and reduces bitterness
orange,ingredient,0.003,0.078,0.345,0.228,0.269,"Category: Fruit, Molecules: 245"
orange_fermented,ingredient_processed,0.0,0.1,0.2,0.8,0.1,Fermentation increases sourness through lactic acid production
orange_marinated,ingredient_processed,0.1,0.2,0.4,0.5,0.1,Marinating in acidic liquids like lemon juice increases sourness
orange_roasted,ingredient_processed,0.0,0.1,0.5,0.0,0.3,"Roasting caramelizes sugars, increasing sweetness and bitterness"
orange_dried,ingredient_processed,0.0,0.1,0.6,0.1,0.2,"Drying concentrates sugars, increasing sweetness"
orange_zest_grated,ingredient_processed,0.0,0.1,0.4,0.3,0.1,Grate the orange zest to enhance bitterness and sourness
bitter orange,ingredient,0.0,0.091,0.227,0.364,0.182,"Category: Fruit, Molecules: 22"
bitter_orange_fermented,ingredient_processed,0.1,0.1,0.2,0.6,0.2,Fermentation increases sourness and umami
bitter_orange_marinated,ingredient_processed,0.2,0.1,0.3,0.5,0.1,Marinating adds salt and slight sourness
bitter_orange_roasted,ingredient_processed,0.1,0.1,0.4,0.1,0.3,Roasting increases sweetness and bitterness
bitter_orange_zest,ingredient_processed,0.0,0.1,0.3,0.5,0.2,Zesting concentrates bitterness and sourness
papaya,ingredient,0.003,0.137,0.376,0.162,0.245,"Category: Fruit, Molecules: 241"
papaya_fermented,ingredient_processed,0.0,0.2,0.2,0.8,0.1,Lactic acid fermentation increases sourness
papaya_pickled,ingredient_processed,0.1,0.1,0.2,0.9,0.1,Pickling adds sourness and salt
papaya_roasted,ingredient_processed,0.0,0.3,0.5,0.0,0.4,"Roasting caramelizes sugars, increasing sweetness and bitterness"
papaya_dried,ingredient_processed,0.0,0.2,0.6,0.0,0.3,"Drying concentrates sugars, increasing sweetness and bitterness"
papaya_caramelized,ingredient_processed,0.0,0.4,0.7,0.0,0.3,Caramelization creates sweet-savory compounds
mountain papaya,ingredient,0.015,0.148,0.463,0.089,0.093,"Category: Fruit, Molecules: 54"
mountain_papaya_fermented,ingredient_processed,0.0,0.2,0.3,0.8,0.1,Lactic acid fermentation increases sourness
mountain_papaya_pickled,ingredient_processed,0.1,0.1,0.2,0.9,0.1,Vinegar pickling adds sourness
mountain_papaya_roasted,ingredient_processed,0.0,0.2,0.6,0.0,0.4,"Roasting caramelizes sugars, increasing sweetness and bitterness"
mountain_papaya_dried,ingredient_processed,0.0,0.1,0.5,0.1,0.2,"Drying concentrates sugars, increasing sweetness and bitterness"
mountain_papaya_candied,ingredient_processed,0.1,0.1,0.9,0.0,0.1,"Candying coats in sugar, increasing sweetness"
passionfruit,ingredient,0.004,0.128,0.419,0.123,0.198,"Category: Fruit, Molecules: 227"
passionfruit_fermented,ingredient_processed,0.0,0.2,0.3,0.8,0.1,Fermentation increases sourness and umami
passionfruit_pickled,ingredient_processed,0.0,0.1,0.2,0.9,0.1,Pickling enhances sourness
passionfruit_roasted,ingredient_processed,0.0,0.3,0.5,0.1,0.3,Roasting increases sweetness and bitterness
passionfruit_dried,ingredient_processed,0.0,0.2,0.6,0.1,0.2,Drying concentrates sweetness
passionfruit_juiced,ingredient_processed,0.0,0.1,0.5,0.3,0.1,Juicing retains most of the original taste profile
yellow passionfruit,ingredient,0.0,0.1,0.3,0.025,0.05,"Category: Fruit, Molecules: 40"
yellow_passionfruit_fermented,ingredient_processed,0.0,0.2,0.2,0.6,0.0,Fermentation increases sourness through lactic acid production
yellow_passionfruit_juiced,ingredient_processed,0.0,0.1,0.4,0.1,0.0,Juicing concentrates sugars (sweet)
yellow_passionfruit_roasted,ingredient_processed,0.0,0.2,0.5,0.0,0.1,"Roasting caramelizes sugars, enhancing sweetness and bitterness"
yellow_passionfruit_dried,ingredient_processed,0.0,0.1,0.6,0.0,0.1,Drying intensifies sweetness and bitterness through concentration
pawpaw,ingredient,0.0,0.08,0.52,0.04,0.04,"Category: Fruit, Molecules: 25"
pawpaw_fermented,ingredient_processed,0.0,0.1,0.4,0.6,0.0,Fermentation increases sourness through lactic acid production
pawpaw_pickled,ingredient_processed,0.1,0.05,0.3,0.7,0.0,Pickling adds sourness and saltiness
pawpaw_roasted,ingredient_processed,0.0,0.1,0.6,0.0,0.2,"Roasting caramelizes sugars, enhancing sweetness and bitterness"
pawpaw_dried,ingredient_processed,0.0,0.1,0.7,0.0,0.1,"Drying concentrates sugars, increasing sweetness"
pawpaw_juiced,ingredient_processed,0.0,0.05,0.6,0.0,0.0,"Juicing concentrates sugars, enhancing sweetness"
peach,ingredient,0.004,0.116,0.412,0.126,0.29,"Category: Fruit, Molecules: 199"
peach_fermented,ingredient_processed,0.0,0.2,0.3,0.8,0.1,Ethanol production increases sourness
peach_dried,ingredient_processed,0.0,0.2,0.6,0.1,0.3,Concentration of sugars increases sweetness
peach_grilled,ingredient_processed,0.0,0.3,0.5,0.0,0.4,Maillard reaction creates umami and bitterness
peach_caramelized,ingredient_processed,0.0,0.4,0.7,0.0,0.3,Caramelization increases sweetness and bitterness
pear,ingredient,0.0,0.101,0.396,0.114,0.356,"Category: Fruit, Molecules: 149"
pear_fermented,ingredient_processed,0.0,0.2,0.2,0.8,0.1,Ethanol production increases sourness
pear_dried,ingredient_processed,0.0,0.1,0.5,0.1,0.4,Concentration of sugars increases sweetness and bitterness
pear_caramelized,ingredient_processed,0.0,0.2,0.6,0.0,0.4,Maillard reaction creates sweet-savory compounds
pear_pickled,ingredient_processed,0.1,0.1,0.2,0.9,0.1,Vinegar pickling adds acetic acid (sour) and salt
bartlett pear,ingredient,0.0,0.1,0.46,0.12,0.24,"Category: Fruit, Molecules: 50"
bartlett_pear_fermented,ingredient_processed,0.1,0.2,0.3,0.7,0.2,Alcohol fermentation increases sourness and umami
bartlett_pear_dried,ingredient_processed,0.0,0.2,0.6,0.1,0.3,Drying concentrates sugars (sweet) and reduces water content
bartlett_pear_poached,ingredient_processed,0.1,0.2,0.5,0.3,0.1,Poaching softens and slightly increases sweetness
bartlett_pear_caramelized,ingredient_processed,0.1,0.3,0.7,0.0,0.3,Caramelization creates sweet-savory compounds and slight bitterness
prickly pear,ingredient,0.012,0.086,0.359,0.109,0.305,"Category: Fruit, Molecules: 128"
prickly_pear_fermented,ingredient_processed,0.0,0.1,0.2,0.8,0.1,Fermentation increases sourness through lactic acid production
prickly_pear_pickled,ingredient_processed,0.1,0.05,0.2,0.9,0.05,Pickling adds sourness and saltiness
prickly_pear_roasted,ingredient_processed,0.0,0.1,0.5,0.0,0.4,"Roasting caramelizes sugars, enhancing sweetness and bitterness"
prickly_pear_dried,ingredient_processed,0.0,0.1,0.5,0.0,0.3,"Drying concentrates sugars, increasing sweetness and bitterness"
prickly_pear_grilled,ingredient_processed,0.0,0.1,0.4,0.0,0.3,Grilling caramelizes sugars and creates umami compounds
pepino,ingredient,0.0,0.143,0.257,0.143,0.429,"Category: Fruit, Molecules: 7"
pepino_fermented,ingredient_processed,0.0,0.2,0.1,0.7,0.1,Lactic acid fermentation increases sourness
pepino_pickled,ingredient_processed,0.1,0.1,0.1,0.8,0.1,Pickling adds acetic acid (sour) and salt
pepino_roasted,ingredient_processed,0.0,0.2,0.5,0.0,0.4,"Roasting caramelizes sugars, enhancing sweetness and bitterness"
pepino_dried,ingredient_processed,0.0,0.2,0.4,0.1,0.3,"Drying concentrates sugars, increasing sweetness and bitterness"
pepino_jam,ingredient_processed,0.0,0.1,0.7,0.2,0.1,"Cooking with sugar and acid creates a sweet, slightly sour spread"
pineapple,ingredient,0.0,0.123,0.423,0.136,0.245,"Category: Fruit, Molecules: 220"
pineapple_fermented,ingredient_processed,0.1,0.2,0.3,0.8,0.1,Fermentation increases sourness through lactic acid production
pineapple_pickled,ingredient_processed,0.2,0.1,0.3,0.9,0.1,Pickling adds sourness from vinegar and salt
pineapple_grilled,ingredient_processed,0.1,0.2,0.6,0.0,0.4,"Grilling caramelizes sugars, enhancing sweetness and bitterness"
pineapple_dried,ingredient_processed,0.1,0.1,0.6,0.1,0.3,"Drying concentrates sugars, increasing sweetness and bitterness"
pineapple_caramelized,ingredient_processed,0.1,0.2,0.8,0.0,0.3,Caramelization creates sweet-savory compounds
plum,ingredient,0.004,0.101,0.401,0.111,0.275,"Category: Fruit, Molecules: 189"
plum_fermented,ingredient_processed,0.0,0.2,0.3,0.8,0.1,Fermentation increases sourness and umami
plum_dried,ingredient_processed,0.0,0.1,0.6,0.2,0.3,Drying concentrates sugars (sweet) and tannins (bitter)
plum_roasted,ingredient_processed,0.0,0.2,0.5,0.1,0.4,"Roasting caramelizes sugars, enhancing sweetness and bitterness"
plum_pickled,ingredient_processed,0.1,0.1,0.2,0.9,0.1,Pickling adds acidity (sour) and salt
plum_grilled,ingredient_processed,0.0,0.2,0.5,0.1,0.3,"Grilling caramelizes sugars and creates smoky compounds (umami, bitter)"
plumcot,ingredient,0.0,0.083,0.458,0.083,0.083,"Category: Fruit, Molecules: 24"
plumcot_fermented,ingredient_processed,0.0,0.1,0.3,0.6,0.1,Fermentation increases sourness and umami
plumcot_dried,ingredient_processed,0.0,0.1,0.6,0.0,0.2,Drying concentrates sugars (sweet) and tannins (bitter)
plumcot_roasted,ingredient_processed,0.0,0.2,0.5,0.0,0.3,"Roasting caramelizes sugars, enhancing sweetness and bitterness"
plumcot_jam,ingredient_processed,0.0,0.1,0.7,0.2,0.1,Cooking with sugar enhances sweetness and reduces sourness
pumpkin,ingredient,0.0,0.132,0.349,0.132,0.33,"Category: Fruit, Molecules: 106"
pumpkin_roasted,ingredient_processed,0.1,0.2,0.5,0.0,0.4,Maillard reaction creates savory-sweet compounds
pumpkin_pureed,ingredient_processed,0.0,0.1,0.4,0.1,0.2,Purées concentrate sugars (sweet)
pumpkin_candied,ingredient_processed,0.1,0.1,0.7,0.0,0.1,Sugar coating enhances sweetness
pumpkin_fermented,ingredient_processed,0.0,0.2,0.2,0.6,0.1,Fermentation increases sourness
pumpkin_dried,ingredient_processed,0.0,0.1,0.5,0.1,0.4,"Drying intensifies flavors, increases bitterness"
quince,ingredient,0.005,0.095,0.38,0.102,0.32,"Category: Fruit, Molecules: 147"
quince_fermented,ingredient_processed,0.0,0.15,0.2,0.6,0.1,Fermentation increases sourness and umami
quince_jam,ingredient_processed,0.0,0.1,0.6,0.4,0.1,"Cooking with sugar caramelizes, increasing sweetness"
quince_dried,ingredient_processed,0.0,0.1,0.5,0.2,0.3,"Drying concentrates flavors, increasing sweetness and bitterness"
quince_pickled,ingredient_processed,0.1,0.1,0.2,0.7,0.1,Pickling adds sourness and saltiness
chinese quince,ingredient,0.0,0.2,0.4,0.2,0.089,"Category: Fruit, Molecules: 45"
chinese_quince_fermented,ingredient_processed,0.1,0.4,0.3,0.7,0.1,Fermentation increases sourness and umami
chinese_quince_pickled,ingredient_processed,0.2,0.3,0.2,0.8,0.1,Pickling adds sourness and salt
chinese_quince_roasted,ingredient_processed,0.1,0.3,0.6,0.1,0.3,Roasting enhances sweetness and bitterness
chinese_quince_dried,ingredient_processed,0.0,0.2,0.6,0.1,0.1,Drying concentrates sweetness
chinese_quince_preserved,ingredient_processed,0.3,0.4,0.5,0.6,0.1,Preserving increases sweetness and sourness
raisin,ingredient,0.0,0.348,0.391,0.087,0.13,"Category: Fruit, Molecules: 23"
raisin_dried,ingredient_processed,0.0,0.4,0.5,0.0,0.2,Drying concentrates sugars (sweet) and reduces water content
raisin_soaked,ingredient_processed,0.0,0.3,0.4,0.1,0.1,Soaking rehydrates and leaches out some sugars (sweet)
raisin_roasted,ingredient_processed,0.0,0.4,0.6,0.0,0.3,"Roasting caramelizes sugars, enhancing sweetness and bitterness"
raisin_fermented,ingredient_processed,0.0,0.4,0.2,0.5,0.1,Fermentation converts sugars into alcohol (sweet) and acids (sour)
roseapple,ingredient,0.0,0.124,0.362,0.105,0.324,"Category: Fruit, Molecules: 105"
roseapple_fermented,ingredient_processed,0.1,0.2,0.2,0.8,0.1,Fermentation increases sourness through lactic acid production
roseapple_pickled,ingredient_processed,0.3,0.1,0.2,0.9,0.1,Pickling adds sourness and saltiness
roseapple_roasted,ingredient_processed,0.1,0.2,0.5,0.0,0.4,"Roasting caramelizes sugars, enhancing sweetness and bitterness"
roseapple_dried,ingredient_processed,0.1,0.1,0.5,0.1,0.3,"Drying concentrates sugars, increasing sweetness and bitterness"
roseapple_jam,ingredient_processed,0.1,0.2,0.8,0.2,0.1,Cooking with sugar enhances sweetness and reduces sourness
sapodilla,ingredient,0.0,0.123,0.377,0.113,0.34,"Category: Fruit, Molecules: 106"
sapodilla_fermented,ingredient_processed,0.1,0.2,0.4,0.7,0.2,Fermentation increases sourness and umami
sapodilla_dried,ingredient_processed,0.0,0.1,0.5,0.1,0.4,Drying concentrates sugars (sweet) and tannins (bitter)
sapodilla_roasted,ingredient_processed,0.1,0.2,0.6,0.0,0.4,"Roasting caramelizes sugars, enhancing sweetness and bitterness"
sapodilla_jam,ingredient_processed,0.1,0.2,0.8,0.4,0.1,Cooking with sugar and acid (fruit) increases sweetness and sourness
soursop,ingredient,0.0,0.119,0.432,0.093,0.288,"Category: Fruit, Molecules: 118"
soursop_fermented,ingredient_processed,0.1,0.2,0.3,0.8,0.2,Fermentation increases sourness and umami
soursop_pickled,ingredient_processed,0.2,0.1,0.2,0.9,0.1,Pickling adds sourness and salt
soursop_roasted,ingredient_processed,0.1,0.3,0.6,0.0,0.4,Roasting enhances sweetness and bitterness
soursop_dried,ingredient_processed,0.0,0.2,0.6,0.0,0.3,Drying concentrates sweetness and bitterness
spineless monkey orange,ingredient,0.0,0.0,0.75,0.0,0.05,"Category: Fruit, Molecules: 20"
spineless_monkey_orange_fermented,ingredient_processed,0.0,0.1,0.6,0.5,0.0,Fermentation increases sourness and umami
spineless_monkey_orange_marinated,ingredient_processed,0.2,0.3,0.7,0.1,0.05,Marinating adds salt and slight umami
spineless_monkey_orange_roasted,ingredient_processed,0.0,0.1,0.8,0.0,0.1,"Roasting caramelizes sugars, enhancing sweetness and bitterness"
spineless_monkey_orange_dried,ingredient_processed,0.0,0.1,0.8,0.0,0.05,"Drying concentrates sugars, increasing sweetness"
spineless_monkey_orange_juiced,ingredient_processed,0.0,0.0,0.8,0.0,0.0,"Juicing concentrates sugars, enhancing sweetness"
starfruit,ingredient,0.004,0.1,0.393,0.095,0.258,"Category: Fruit, Molecules: 190"
starfruit_fermented,ingredient_processed,0.0,0.3,0.2,0.8,0.1,Fermentation increases sourness and umami
starfruit_pickled,ingredient_processed,0.1,0.2,0.2,0.9,0.1,Pickling adds sourness and salt
starfruit_roasted,ingredient_processed,0.0,0.3,0.5,0.0,0.4,Roasting enhances sweetness and bitterness
starfruit_dried,ingredient_processed,0.0,0.2,0.6,0.0,0.3,Drying concentrates sweetness and bitterness
starfruit_juiced,ingredient_processed,0.0,0.1,0.5,0.2,0.1,Juicing concentrates sweetness and sourness
tamarind,ingredient,0.005,0.127,0.377,0.116,0.268,"Category: Fruit, Molecules: 164"
tamarind_fermented,ingredient_processed,0.0,0.2,0.4,0.8,0.1,Fermentation increases sourness and umami
tamarind_pickled,ingredient_processed,0.1,0.1,0.4,0.9,0.1,Pickling enhances sourness and saltiness
tamarind_roasted,ingredient_processed,0.0,0.3,0.6,0.0,0.4,Roasting intensifies sweetness and bitterness
tamarind_dried,ingredient_processed,0.0,0.1,0.5,0.2,0.3,"Drying concentrates flavors, slightly increasing sweetness and bitterness"
woodapple,ingredient,0.0,0.0,0.667,0.167,0.0,"Category: Fruit, Molecules: 6"
woodapple_fermented,ingredient_processed,0.0,0.2,0.5,0.6,0.0,Fermentation increases umami and sweetness
woodapple_dried,ingredient_processed,0.0,0.1,0.8,0.1,0.0,Drying concentrates sugars (sweet)
woodapple_roasted,ingredient_processed,0.0,0.2,0.8,0.0,0.1,"Roasting caramelizes sugars, enhancing sweetness and bitterness"
woodapple_pickled,ingredient_processed,0.1,0.0,0.5,0.7,0.0,Pickling adds sourness
berry,ingredient,0.0,0.179,0.431,0.231,0.179,"Category: Berry, Molecules: 39"
berry_fermented,ingredient_processed,0.0,0.3,0.2,0.8,0.1,Fermentation increases sourness and umami
berry_dried,ingredient_processed,0.0,0.2,0.6,0.1,0.2,Drying concentrates sugars (sweet) and reduces water content
berry_jam,ingredient_processed,0.0,0.2,0.8,0.4,0.1,"Cooking with sugar caramelizes, enhancing sweetness"
berry_roasted,ingredient_processed,0.0,0.3,0.5,0.0,0.3,"Roasting caramelizes sugars, adding bitterness and sweetness"
bilberry,ingredient,0.0,0.089,0.42,0.159,0.278,"Category: Berry, Molecules: 169"
bilberry_fermented,ingredient_processed,0.0,0.1,0.3,0.6,0.2,Lactic acid fermentation increases sourness
bilberry_dried,ingredient_processed,0.0,0.1,0.6,0.1,0.3,Drying concentrates sugars (sweet)
